age,gender,education_level,job_title,years_of_experience,salary,job_title_norm
43.0,Female,PhD,Director of HR,14.0,140000.0,director of hr
34.0,Male,Bachelor's,Junior Web Developer,3.0,50000.0,junior web developer
26.0,Female,High School,Junior HR Generalist,2.0,35000.0,junior hr generalist
41.0,Male,Master's,Senior HR Generalist,11.0,115000.0,senior hr generalist
29.0,Female,Master's,Web Developer,5.0,70000.0,web developer
35.0,Male,Bachelor's,Web Developer,6.0,80000.0,web developer
27.0,Female,High School,Junior HR Coordinator,1.0,30000.0,junior hr coordinator
40.0,Male,PhD,Director of HR,13.0,135000.0,director of hr
23.0,Female,Bachelor's,Junior Web Developer,1.0,40000.0,junior web developer
39.0,Male,Master's,Senior HR Generalist,10.0,105000.0,senior hr generalist
31.0,Male,High School,Junior HR Generalist,2.0,35000.0,junior hr generalist
44.0,Female,PhD,Senior Human Resources Manager,12.0,120000.0,senior human resources manager
28.0,Male,Master's,Web Developer,3.0,55000.0,web developer
32.0,Female,Bachelor's,Junior Web Developer,2.0,45000.0,junior web developer
45.0,Male,Master's,Director of HR,14.0,140000.0,director of hr
26.0,Female,Bachelor's,Web Developer,3.0,55000.0,web developer
38.0,Male,PhD,Senior Human Resources Manager,11.0,115000.0,senior human resources manager
27.0,Female,Master's,Senior HR Generalist,4.0,70000.0,senior hr generalist
33.0,Male,High School,Junior HR Coordinator,3.0,38000.0,junior hr coordinator
42.0,Female,Master's,Director of HR,13.0,135000.0,director of hr
29.0,Male,Bachelor's,Junior Web Developer,2.0,45000.0,junior web developer
36.0,Female,Master's,Web Developer,7.0,85000.0,web developer
30.0,Male,High School,Junior HR Generalist,1.0,32000.0,junior hr generalist
43.0,Female,PhD,Senior Human Resources Manager,15.0,150000.0,senior human resources manager
34.0,Male,Bachelor's,Web Developer,4.0,65000.0,web developer
25.0,Female,Master's,Junior HR Generalist,1.0,32000.0,junior hr generalist
37.0,Male,PhD,Director of HR,12.0,120000.0,director of hr
24.0,Female,Bachelor's,Junior Web Developer,1.0,40000.0,junior web developer
39.0,Male,Master's,Senior HR Generalist,9.0,95000.0,senior hr generalist
31.0,Male,High School,Junior HR Generalist,2.0,35000.0,junior hr generalist
44.0,Female,PhD,Director of HR,14.0,140000.0,director of hr
28.0,Male,Bachelor's,Web Developer,3.0,55000.0,web developer
32.0,Female,Master's,Senior Human Resources Manager,6.0,80000.0,senior human resources manager
45.0,Male,PhD,Director of HR,13.0,135000.0,director of hr
26.0,Female,Bachelor's,Junior Web Developer,2.0,45000.0,junior web developer
38.0,Male,Master's,Senior HR Generalist,8.0,95000.0,senior hr generalist
27.0,Female,High School,Junior HR Generalist,1.0,32000.0,junior hr generalist
33.0,Male,Bachelor's,Web Developer,5.0,70000.0,web developer
42.0,Female,Master's,Director of HR,12.0,120000.0,director of hr
29.0,Male,Master's,Senior Human Resources Manager,4.0,70000.0,senior human resources manager
36.0,Female,Master's,Web Developer,7.0,85000.0,web developer
30.0,Male,High School,Junior HR Coordinator,2.0,33000.0,junior hr coordinator
43.0,Female,PhD,Senior Human Resources Manager,15.0,150000.0,senior human resources manager
34.0,Male,Bachelor's,Junior Web Developer,3.0,50000.0,junior web developer
25.0,Female,Master's,Junior HR Generalist,1.0,32000.0,junior hr generalist
37.0,Male,PhD,Director of HR,11.0,115000.0,director of hr
24.0,Female,Bachelor's,Web Developer,1.0,40000.0,web developer
39.0,Male,Master's,Senior HR Generalist,10.0,105000.0,senior hr generalist
31.0,Male,High School,Junior HR Generalist,2.0,35000.0,junior hr generalist
44.0,Female,PhD,Director of HR,13.0,135000.0,director of hr
28.0,Male,Bachelor's,Web Developer,4.0,65000.0,web developer
32.0,Female,Master's,Senior Human Resources Manager,6.0,80000.0,senior human resources manager
45.0,Male,PhD,Director of HR,14.0,140000.0,director of hr
26.0,Female,Bachelor's,Junior Web Developer,2.0,45000.0,junior web developer
38.0,Male,Master's,Senior HR Generalist,8.0,95000.0,senior hr generalist
27.0,Female,High School,Junior HR Generalist,1.0,32000.0,junior hr generalist
33.0,Male,Bachelor's,Web Developer,5.0,70000.0,web developer
42.0,Female,Master's,Director of HR,12.0,120000.0,director of hr
29.0,Male,Master's,Senior Human Resources Manager,4.0,70000.0,senior human resources manager
36.0,Female,Master's,Web Developer,7.0,85000.0,web developer
30.0,Male,High School,Junior HR Coordinator,2.0,33000.0,junior hr coordinator
43.0,Female,PhD,Senior Human Resources Manager,15.0,150000.0,senior human resources manager
34.0,Male,Bachelor's,Junior Web Developer,3.0,50000.0,junior web developer
25.0,Female,Master's,Junior HR Generalist,1.0,32000.0,junior hr generalist
37.0,Male,PhD,Director of HR,11.0,115000.0,director of hr
24.0,Female,Bachelor's,Web Developer,1.0,40000.0,web developer
39.0,Male,Master's,Senior HR Generalist,10.0,105000.0,senior hr generalist
31.0,Male,High School,Junior HR Generalist,2.0,35000.0,junior hr generalist
44.0,Female,PhD,Director of HR,13.0,135000.0,director of hr
28.0,Male,Bachelor's,Web Developer,4.0,65000.0,web developer
32.0,Female,Master's,Senior Human Resources Manager,6.0,80000.0,senior human resources manager
45.0,Male,PhD,Director of HR,14.0,140000.0,director of hr
26.0,Female,Bachelor's,Junior Web Developer,2.0,45000.0,junior web developer
38.0,Male,Master's,Senior HR Generalist,8.0,95000.0,senior hr generalist
27.0,Female,High School,Junior HR Generalist,1.0,32000.0,junior hr generalist
33.0,Male,Bachelor's,Web Developer,5.0,70000.0,web developer
42.0,Female,Master's,Director of HR,12.0,120000.0,director of hr
29.0,Male,Master's,Senior Human Resources Manager,4.0,70000.0,senior human resources manager
36.0,Female,Master's,Web Developer,7.0,85000.0,web developer
30.0,Male,High School,Junior HR Coordinator,2.0,33000.0,junior hr coordinator
43.0,Female,PhD,Senior Human Resources Manager,15.0,150000.0,senior human resources manager
34.0,Male,Bachelor's,Junior Web Developer,3.0,50000.0,junior web developer
25.0,Female,Master's,Junior HR Generalist,1.0,32000.0,junior hr generalist
37.0,Male,PhD,Director of HR,11.0,115000.0,director of hr
24.0,Female,Bachelor's,Web Developer,1.0,40000.0,web developer
39.0,Male,Master's,Senior HR Generalist,10.0,105000.0,senior hr generalist
31.0,Male,High School,Junior HR Generalist,2.0,35000.0,junior hr generalist
44.0,Female,PhD,Director of HR,13.0,135000.0,director of hr
28.0,Male,Bachelor's,Web Developer,4.0,65000.0,web developer
32.0,Female,Master's,Senior Human Resources Manager,6.0,80000.0,senior human resources manager
45.0,Male,PhD,Director of HR,14.0,140000.0,director of hr
26.0,Female,Bachelor's,Junior Web Developer,2.0,45000.0,junior web developer
38.0,Male,Master's,Senior HR Generalist,8.0,95000.0,senior hr generalist
27.0,Female,High School,Junior HR Generalist,1.0,32000.0,junior hr generalist
33.0,Male,Bachelor's,Web Developer,5.0,70000.0,web developer
42.0,Female,Master's,Director of HR,12.0,120000.0,director of hr
29.0,Male,Master's,Senior Human Resources Manager,4.0,70000.0,senior human resources manager
36.0,Female,Master's,Web Developer,7.0,85000.0,web developer
30.0,Male,High School,Junior HR Coordinator,2.0,33000.0,junior hr coordinator
43.0,Female,PhD,Senior Human Resources Manager,15.0,150000.0,senior human resources manager
34.0,Male,Bachelor's,Junior Web Developer,3.0,50000.0,junior web developer
25.0,Female,Master's,Junior HR Generalist,1.0,32000.0,junior hr generalist
37.0,Male,PhD,Director of HR,11.0,115000.0,director of hr
28.0,Male,Bachelor's,Software Engineer,3.0,60000.0,software engineer
37.0,Female,Master's,Marketing Manager,9.0,100000.0,marketing manager
43.0,Male,PhD,Data Scientist,15.0,150000.0,data scientist
31.0,Female,Bachelor's,Human Resources Coordinator,4.0,55000.0,human resources coordinator
24.0,Male,High School,Junior Sales Associate,1.0,30000.0,junior sales associate
29.0,Female,Master's,Software Developer,5.0,70000.0,software developer
35.0,Male,Bachelor's,Operations Manager,8.0,90000.0,operations manager
26.0,Female,Master's,Marketing Coordinator,2.0,40000.0,marketing coordinator
42.0,Male,PhD,Data Scientist,12.0,130000.0,data scientist
34.0,Female,Bachelor's,Human Resources Manager,6.0,75000.0,human resources manager
27.0,Male,High School,Junior Sales Associate,2.0,35000.0,junior sales associate
38.0,Female,Master's,Marketing Manager,10.0,110000.0,marketing manager
30.0,Male,Bachelor's,Software Engineer,4.0,65000.0,software engineer
45.0,Male,PhD,Data Scientist,18.0,180000.0,data scientist
25.0,Female,Bachelor's,Junior Software Developer,1.0,35000.0,junior software developer
40.0,Female,Master's,Human Resources Manager,11.0,120000.0,human resources manager
33.0,Male,Bachelor's,Operations Manager,6.0,75000.0,operations manager
29.0,Female,High School,Junior Sales Associate,1.0,30000.0,junior sales associate
44.0,Male,PhD,Data Scientist,16.0,160000.0,data scientist
26.0,Male,Bachelor's,Software Developer,3.0,60000.0,software developer
36.0,Female,Master's,Marketing Coordinator,8.0,85000.0,marketing coordinator
31.0,Male,Bachelor's,Operations Manager,5.0,70000.0,operations manager
27.0,Female,Master's,Human Resources Coordinator,3.0,50000.0,human resources coordinator
42.0,Male,PhD,Data Scientist,13.0,140000.0,data scientist
34.0,Female,Bachelor's,Human Resources Manager,6.0,75000.0,human resources manager
28.0,Male,High School,Junior Sales Associate,2.0,35000.0,junior sales associate
39.0,Female,Master's,Marketing Manager,10.0,110000.0,marketing manager
31.0,Male,Bachelor's,Software Engineer,4.0,65000.0,software engineer
45.0,Male,PhD,Data Scientist,18.0,180000.0,data scientist
25.0,Female,Bachelor's,Junior Software Developer,1.0,35000.0,junior software developer
40.0,Female,Master's,Human Resources Manager,11.0,120000.0,human resources manager
33.0,Male,Bachelor's,Operations Manager,6.0,75000.0,operations manager
29.0,Female,High School,Junior Sales Associate,1.0,30000.0,junior sales associate
44.0,Male,PhD,Data Scientist,16.0,160000.0,data scientist
26.0,Male,Bachelor's,Software Developer,3.0,60000.0,software developer
36.0,Female,Master's,Marketing Coordinator,8.0,85000.0,marketing coordinator
31.0,Male,Bachelor's,Operations Manager,5.0,70000.0,operations manager
27.0,Female,Master's,Human Resources Coordinator,3.0,50000.0,human resources coordinator
42.0,Male,PhD,Data Scientist,13.0,140000.0,data scientist
34.0,Female,Bachelor's,Human Resources Manager,6.0,75000.0,human resources manager
28.0,Male,High School,Junior Sales Associate,2.0,35000.0,junior sales associate
39.0,Female,Master's,Marketing Manager,10.0,110000.0,marketing manager
31.0,Male,Bachelor's,Software Engineer,4.0,65000.0,software engineer
45.0,Male,PhD,Data Scientist,18.0,180000.0,data scientist
25.0,Female,Bachelor's,Junior Software Developer,1.0,35000.0,junior software developer
40.0,Female,Master's,Human Resources Manager,11.0,120000.0,human resources manager
33.0,Male,Bachelor's,Operations Manager,6.0,75000.0,operations manager
29.0,Female,High School,Junior Sales Associate,1.0,30000.0,junior sales associate
44.0,Male,PhD,Data Scientist,16.0,160000.0,data scientist
26.0,Male,Bachelor's,Software Developer,3.0,60000.0,software developer
36.0,Female,Master's,Marketing Coordinator,8.0,85000.0,marketing coordinator
31.0,Male,Bachelor's,Operations Manager,5.0,70000.0,operations manager
27.0,Female,Master's,Human Resources Coordinator,3.0,50000.0,human resources coordinator
42.0,Male,PhD,Data Scientist,13.0,140000.0,data scientist
34.0,Female,Bachelor's,Human Resources Manager,6.0,75000.0,human resources manager
28.0,Male,High School,Junior Sales Associate,2.0,35000.0,junior sales associate
39.0,Female,Master's,Marketing Manager,10.0,110000.0,marketing manager
31.0,Male,Bachelor's,Software Engineer,4.0,65000.0,software engineer
45.0,Male,PhD,Data Scientist,18.0,180000.0,data scientist
25.0,Female,Bachelor's,Junior Software Developer,1.0,35000.0,junior software developer
40.0,Female,Master's,Human Resources Manager,11.0,120000.0,human resources manager
33.0,Male,Bachelor's,Operations Manager,6.0,75000.0,operations manager
29.0,Female,High School,Junior Sales Associate,1.0,30000.0,junior sales associate
44.0,Male,PhD,Data Scientist,16.0,160000.0,data scientist
26.0,Male,Bachelor's,Software Developer,3.0,60000.0,software developer
36.0,Female,Master's,Marketing Coordinator,8.0,85000.0,marketing coordinator
31.0,Male,Bachelor's,Operations Manager,5.0,70000.0,operations manager
27.0,Female,Master's,Human Resources Coordinator,3.0,50000.0,human resources coordinator
42.0,Male,PhD,Data Scientist,13.0,140000.0,data scientist
34.0,Female,Bachelor's,Human Resources Manager,6.0,75000.0,human resources manager
28.0,Male,High School,Junior Sales Associate,2.0,35000.0,junior sales associate
39.0,Female,Master's,Marketing Manager,10.0,110000.0,marketing manager
31.0,Male,Bachelor's,Software Engineer,4.0,65000.0,software engineer
45.0,Male,PhD,Data Scientist,18.0,180000.0,data scientist
25.0,Female,Bachelor's,Junior Software Developer,1.0,35000.0,junior software developer
40.0,Female,Master's,Human Resources Manager,11.0,120000.0,human resources manager
33.0,Male,Bachelor's,Operations Manager,6.0,75000.0,operations manager
29.0,Female,High School,Junior Sales Associate,1.0,30000.0,junior sales associate
44.0,Male,PhD,Data Scientist,16.0,160000.0,data scientist
26.0,Male,Bachelor's,Software Developer,3.0,60000.0,software developer
36.0,Female,Master's,Marketing Coordinator,8.0,85000.0,marketing coordinator
31.0,Male,Bachelor's,Operations Manager,5.0,70000.0,operations manager
27.0,Female,Master's,Human Resources Coordinator,3.0,50000.0,human resources coordinator
42.0,Male,PhD,Data Scientist,13.0,140000.0,data scientist
34.0,Female,Bachelor's,Human Resources Manager,6.0,75000.0,human resources manager
28.0,Male,High School,Junior Sales Associate,2.0,35000.0,junior sales associate
39.0,Female,Master's,Marketing Manager,10.0,110000.0,marketing manager
31.0,Male,Bachelor's,Software Engineer,4.0,65000.0,software engineer
45.0,Male,PhD,Data Scientist,18.0,180000.0,data scientist
25.0,Female,Bachelor's,Junior Software Developer,1.0,35000.0,junior software developer
40.0,Female,Master's,Human Resources Manager,11.0,120000.0,human resources manager
33.0,Male,Bachelor's,Operations Manager,6.0,75000.0,operations manager
29.0,Female,High School,Junior Sales Associate,1.0,30000.0,junior sales associate
44.0,Male,PhD,Data Scientist,16.0,160000.0,data scientist
26.0,Male,Bachelor's,Software Developer,3.0,60000.0,software developer
36.0,Female,Master's,Marketing Coordinator,8.0,85000.0,marketing coordinator
31.0,Male,Bachelor's,Operations Manager,5.0,70000.0,operations manager
27.0,Female,Master's,Human Resources Coordinator,3.0,50000.0,human resources coordinator
42.0,Male,PhD,Data Scientist,13.0,140000.0,data scientist
34.0,Female,Bachelor's,Human Resources Manager,6.0,75000.0,human resources manager
28.0,Male,High School,Junior Sales Associate,2.0,35000.0,junior sales associate
39.0,Female,Master's,Marketing Manager,10.0,110000.0,marketing manager
31.0,Male,Bachelor's,Software Engineer,4.0,65000.0,software engineer
45.0,Male,PhD,Data Scientist,18.0,180000.0,data scientist
25.0,Female,Bachelor's,Junior Software Developer,1.0,35000.0,junior software developer
40.0,Female,Master's,Human Resources Manager,11.0,120000.0,human resources manager
33.0,Male,Bachelor's,Operations Manager,6.0,75000.0,operations manager
29.0,Female,High School,Junior Sales Associate,1.0,30000.0,junior sales associate
44.0,Male,PhD,Data Scientist,16.0,160000.0,data scientist
26.0,Male,Bachelor's,Software Developer,3.0,60000.0,software developer
36.0,Female,Master's,Marketing Coordinator,8.0,85000.0,marketing coordinator
31.0,Male,Bachelor's,Operations Manager,5.0,70000.0,operations manager
27.0,Female,Master's,Human Resources Coordinator,3.0,50000.0,human resources coordinator
42.0,Male,PhD,Data Scientist,13.0,140000.0,data scientist
34.0,Female,Bachelor's,Human Resources Manager,6.0,75000.0,human resources manager
28.0,Male,High School,Junior Sales Associate,2.0,35000.0,junior sales associate
39.0,Female,Master's,Marketing Manager,10.0,110000.0,marketing manager
31.0,Male,Bachelor's,Software Engineer,4.0,65000.0,software engineer
45.0,Male,PhD,Data Scientist,18.0,180000.0,data scientist
25.0,Female,Bachelor's,Junior Software Developer,1.0,35000.0,junior software developer
40.0,Female,Master's,Human Resources Manager,11.0,120000.0,human resources manager
33.0,Male,Bachelor's,Operations Manager,6.0,75000.0,operations manager
